# FILE_NAME,SIMPLE,BITPIX,NAXIS,NAXIS1,NAXIS2,NAXIS3,EXTEND,BZERO,DATE-OBS,OBJECT,UT,UT-END,UT-STR,HST,HST-END,HST-STR,MJD,MJD-END,MJD-STR,FRAMEID,EXPTIME,DATA-TYP,OBSERVAT,TELESCOP,INSTRUME,TIMESYS,PROP-ID,OBSERVER,OBS-ALOC,OBS-MOD,RADESYS,LONPOLE,RA,DEC,EQUINOX,TELFOCUS,FOC-VAL,AIRMASS,ZD,AZIMUTH,ALTITUDE,FOC-POS,AUTOGUID,M2-TYPE,OUT-HUM,OUT-PRS,OUT-TMP,OUT-WND,U_CAMERA,U_AQTINT,U_AQNCYC,U_FLCOFF,U_AQSDEL,U_AQDTIM,U_HWPANG,U_NLOOPS,U_LOOPIT,U_NPOLST,U_PLSTIT,U_ORGDIR,U_OGFNAM,U_OGFNUM,U_EMGAIN,U_QWP1,U_QWP2,U_FILTER,U_MASK,U_MANGLE,U_AOHWP,D_SADC,D_SADCA1,D_SADCA2,D_SADCDC,D_SADCFC,D_SADCMD,D_SADCPA,D_SADCP,D_SADCRA,D_SADCST,D_BS1,D_BS1P,D_BS1S,D_BS2,D_BS2P,D_BS2S,D_ENSHUT,D_BNCHI,D_BNCHO,D_BNCTI,D_BNCTO,D_IMRANG,D_IMRDEC,D_IMRMOD,D_IMRPAD,D_IMRPAP,D_IMRRA,D_IMR,D_ADFG,D_DMCMTX,D_DMGAIN,D_HDFG,D_HTTG,D_LDFG,D_LOOP,D_LTTG,D_PSUBG,D_STTG,D_TTCMTX,D_TTGAIN,D_WTTG,DATE,DARK_SUBTRACTED_TOTAL_MEDIAN_FLUX_FLC_1,DARK_SUBTRACTED_TOTAL_MEDIAN_FLUX_FLC_2,DARK_SUBTRACTED_TOTAL_FLUX_STD_FLC_1,DARK_SUBTRACTED_TOTAL_FLUX_STD_FLC_2,DARK_SUBTRACTED_TOTAL_FLUX_PHOTON_NOISE_FLC_1,DARK_SUBTRACTED_TOTAL_FLUX_PHOTON_NOISE_FLC_2,DARK_SUBTRACTED_TOTAL_FLUX_SEM_FLC_1,DARK_SUBTRACTED_TOTAL_FLUX_SEM_FLC_2
caldata_set1_20220428_750-50_EmptySlot_00_cam1.fits,TRUE,16,3,256,256,1602,TRUE,32768,4/28/22,lo dark,26:03.2,21:26:02:696,21:25:45:807,26:03.2,11:26:02:700,11:25:45:810,59697.89309,59697.89308,59697.89288,-,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,#,None,Standby,IMAG_POL,FK5,180,30:36.5,+19:43:01.66,2000,P_OPT2,3.4,1,0.08128,89.95032,89.91872,Nasmyth-IR,OFF,Opt,29,620.2,282.35,5.2,1,10000,801,0,100000,10000,0,1,1,8,1,/mnt/data/20220428/,caldata_set1_20220428_750-50_EmptySlot_0,0,300,128,168,750-50,EmptySlot,1,T,IN,0,0,-07:59:08,1,ADI,-39,163.025,46:31.8,ASYNC,SCEXAO,348.72,35708928,MIRROR,152.63,15629312,OPEN,24,100,10.7,0,45.00015,-07:59:08.37,ADI,-501606851.3,-39,46:31.8,STAND-BY,0,ao188cmtx.oct,0,1,1,0,OFF,0,0,0,ao188ttctrl.oct,0,0,2022-04-28T21:26:06,21548309.39,182538061.9,93061215.56,83563993.29,251078.8446,744177.0253,116181.2928,104324.5859
caldata_set1_20220428_750-50_EmptySlot_00_cam2.fits,TRUE,16,3,256,256,1602,TRUE,32768,4/28/22,lo dark,26:03.2,21:26:02:696,21:25:45:807,26:03.2,11:26:02:700,11:25:45:810,59697.89309,59697.89308,59697.89288,-,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,#,None,Standby,IMAG_POL,FK5,180,30:36.5,+19:43:01.66,2000,P_OPT2,3.4,1,0.08128,89.95032,89.91872,Nasmyth-IR,OFF,Opt,29,620.2,282.35,5.2,2,10000,801,0,100000,10000,0,1,1,8,1,/mnt/data/20220428/,caldata_set1_20220428_750-50_EmptySlot_0,0,300,128,168,750-50,EmptySlot,1,T,IN,0,0,-07:59:08,1,ADI,-39,163.025,46:31.8,ASYNC,SCEXAO,348.72,35708928,MIRROR,152.63,15629312,OPEN,24,100,10.7,0,45.00015,-07:59:08.37,ADI,-501606851.3,-39,46:31.8,STAND-BY,0,ao188cmtx.oct,0,1,1,0,OFF,0,0,0,ao188ttctrl.oct,0,0,2022-04-28T21:26:10,412032678.5,90354072.21,96706125.4,78792417.95,1118939.127,520027.0375,120731.7421,98367.56298
caldata_set1_20220428_750-50_EmptySlot_01_cam1.fits,TRUE,16,3,256,256,1602,TRUE,32768,4/28/22,lo dark,26:31.3,21:26:30:777,21:26:13:893,26:31.3,11:26:30:780,11:26:13:899,59697.89342,59697.8934,59697.89321,-,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,#,None,Standby,IMAG_POL,FK5,180,31:04.7,+19:43:01.98,2000,P_OPT2,3.4,1,0.08129,89.95034,89.91871,Nasmyth-IR,OFF,Opt,28.8,620.2,282.25,5,1,10000,801,0,100000,10000,11.25,1,1,8,2,/mnt/data/20220428/,caldata_set1_20220428_750-50_EmptySlot_0,1,300,128,168,750-50,EmptySlot,1,T,IN,0,0,-07:59:08,1,ADI,-39,163.025,46:31.8,ASYNC,SCEXAO,348.72,35708928,MIRROR,152.63,15629312,OPEN,24,100,10.7,0,45.00015,-07:59:08.37,ADI,-501666115.6,-39,46:31.8,STAND-BY,0,ao188cmtx.oct,0,1,1,0,OFF,0,0,0,ao188ttctrl.oct,0,0,2022-04-28T21:26:34,21088953.07,134998677.8,96424037.45,80059830.95,248485.3008,639272.1986,120379.5724,99949.85137
caldata_set1_20220428_750-50_EmptySlot_01_cam2.fits,TRUE,16,3,256,256,1602,TRUE,32768,4/28/22,lo dark,26:31.3,21:26:30:777,21:26:13:893,26:31.3,11:26:30:780,11:26:13:899,59697.89342,59697.8934,59697.89321,-,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,#,None,Standby,IMAG_POL,FK5,180,31:04.7,+19:43:01.98,2000,P_OPT2,3.4,1,0.08129,89.95034,89.91871,Nasmyth-IR,OFF,Opt,28.8,620.2,282.25,5,2,10000,801,0,100000,10000,11.25,1,1,8,2,/mnt/data/20220428/,caldata_set1_20220428_750-50_EmptySlot_0,1,300,128,168,750-50,EmptySlot,1,T,IN,0,0,-07:59:08,1,ADI,-39,163.025,46:31.8,ASYNC,SCEXAO,348.72,35708928,MIRROR,152.63,15629312,OPEN,24,100,10.7,0,45.00015,-07:59:08.37,ADI,-501666115.6,-39,46:31.8,STAND-BY,0,ao188cmtx.oct,0,1,1,0,OFF,0,0,0,ao188ttctrl.oct,0,0,2022-04-28T21:26:38,404138312.1,175783496.5,91142379.31,71645278.97,1108173.038,727935.4397,113785.742,89444.79272
caldata_set1_20220428_750-50_EmptySlot_010_cam1.fits,TRUE,16,3,256,256,1602,TRUE,32768,4/28/22,lo dark,31:09.3,21:31:08:709,21:30:51:856,31:09.3,11:31:08:713,11:30:51:859,59697.89664,59697.89662,59697.89642,-,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,#,None,Standby,IMAG_POL,FK5,180,35:43.3,+19:43:05.32,2000,P_OPT2,3.4,1,0.08127,89.94969,89.91873,Nasmyth-IR,OFF,Opt,28.3,620.1,282.65,4.3,1,10000,801,0,100000,10000,22.5,1,1,8,3,/mnt/data/20220428/,caldata_set1_20220428_750-50_EmptySlot_0,10,300,128,168,750-50,EmptySlot,1,T,IN,0,0,-07:59:08,1,ADI,-39,163.025,46:31.8,ASYNC,SCEXAO,348.72,35708928,MIRROR,152.63,15629312,OPEN,24,100,10.8,0,57.49973,-07:59:08.37,ADI,-502256896.8,-39,46:31.8,STAND-BY,0,ao188cmtx.oct,0,1,1,0,OFF,0,0,0,ao188ttctrl.oct,0,0,2022-04-28T21:31:12,22834924.39,151270377.8,92905789.78,70939018.78,258331.8417,677042.7861,115987.2532,88563.06964
caldata_set1_20220428_750-50_EmptySlot_010_cam2.fits,TRUE,16,3,256,256,1602,TRUE,32768,4/28/22,lo dark,31:09.3,21:31:08:709,21:30:51:856,31:09.3,11:31:08:713,11:30:51:859,59697.89664,59697.89662,59697.89642,-,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,#,None,Standby,IMAG_POL,FK5,180,35:43.3,+19:43:05.32,2000,P_OPT2,3.4,1,0.08127,89.94969,89.91873,Nasmyth-IR,OFF,Opt,28.3,620.1,282.65,4.3,2,10000,801,0,100000,10000,22.5,1,1,8,3,/mnt/data/20220428/,caldata_set1_20220428_750-50_EmptySlot_0,10,300,128,168,750-50,EmptySlot,1,T,IN,0,0,-07:59:08,1,ADI,-39,163.025,46:31.8,ASYNC,SCEXAO,348.72,35708928,MIRROR,152.63,15629312,OPEN,24,100,10.8,0,57.49973,-07:59:08.37,ADI,-502256896.8,-39,46:31.8,STAND-BY,0,ao188cmtx.oct,0,1,1,0,OFF,0,0,0,ao188ttctrl.oct,0,0,2022-04-28T21:31:16,407985984.8,149533655,95422437.53,86193918.98,1113688.922,670497.7459,119129.1355,107607.8889
caldata_set1_20220428_750-50_EmptySlot_011_cam1.fits,TRUE,16,3,256,256,1602,TRUE,32768,4/28/22,lo dark,31:36.8,21:31:36:385,21:31:19:550,31:36.8,11:31:36:389,11:31:19:553,59697.89695,59697.89694,59697.89675,-,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,#,None,Standby,IMAG_POL,FK5,180,36:10.8,+19:43:05.66,2000,P_OPT2,3.4,1,0.08127,89.95033,89.91873,Nasmyth-IR,OFF,Opt,28.5,620.1,282.65,4.2,1,10000,801,0,100000,10000,33.75,1,1,8,4,/mnt/data/20220428/,caldata_set1_20220428_750-50_EmptySlot_0,11,300,128,168,750-50,EmptySlot,1,T,IN,0,0,-07:59:08,1,ADI,-39,163.025,46:31.8,ASYNC,SCEXAO,348.72,35708928,MIRROR,152.63,15629312,OPEN,24,100,10.8,0,57.49973,-07:59:08.37,ADI,-502314093.8,-39,46:31.8,STAND-BY,0,ao188cmtx.oct,0,1,1,0,OFF,0,0,0,ao188ttctrl.oct,0,0,2022-04-28T21:31:40,66494999.52,94102228.27,86405474.28,71047745.93,446692.2251,532679.5817,107872.0028,88698.8089
caldata_set1_20220428_750-50_EmptySlot_011_cam2.fits,TRUE,16,3,256,256,1602,TRUE,32768,4/28/22,lo dark,31:36.8,21:31:36:385,21:31:19:550,31:36.8,11:31:36:389,11:31:19:553,59697.89695,59697.89694,59697.89675,-,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,#,None,Standby,IMAG_POL,FK5,180,36:10.8,+19:43:05.66,2000,P_OPT2,3.4,1,0.08127,89.95033,89.91873,Nasmyth-IR,OFF,Opt,28.5,620.1,282.65,4.2,2,10000,801,0,100000,10000,33.75,1,1,8,4,/mnt/data/20220428/,caldata_set1_20220428_750-50_EmptySlot_0,11,300,128,168,750-50,EmptySlot,1,T,IN,0,0,-07:59:08,1,ADI,-39,163.025,46:31.8,ASYNC,SCEXAO,348.72,35708928,MIRROR,152.63,15629312,OPEN,24,100,10.8,0,57.49973,-07:59:08.37,ADI,-502314093.8,-39,46:31.8,STAND-BY,0,ao188cmtx.oct,0,1,1,0,OFF,0,0,0,ao188ttctrl.oct,0,0,2022-04-28T21:31:44,308492059.3,256618128.3,90827565.04,88202894.21,967215.9438,881320.5089,113392.7154,110115.9728
caldata_set1_20220428_750-50_EmptySlot_012_cam1.fits,TRUE,16,3,256,256,1602,TRUE,32768,4/28/22,lo dark,32:04.5,21:32:04:061,21:31:47:191,32:04.5,11:32:04:066,11:31:47:195,59697.89727,59697.89727,59697.89707,-,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,#,None,Standby,IMAG_POL,FK5,180,36:38.6,+19:43:06.00,2000,P_OPT2,3.4,1,0.08127,89.95034,89.91873,Nasmyth-IR,OFF,Opt,28.1,620.1,282.75,4.3,1,10000,801,0,100000,10000,45,1,1,8,5,/mnt/data/20220428/,caldata_set1_20220428_750-50_EmptySlot_0,12,300,128,168,750-50,EmptySlot,1,T,IN,0,0,-07:59:08,1,ADI,-39,163.025,46:31.8,ASYNC,SCEXAO,348.72,35708928,MIRROR,152.63,15629312,OPEN,24,100,10.8,0,57.49973,-07:59:08.37,ADI,-502373413.7,-39,46:31.8,STAND-BY,0,ao188cmtx.oct,0,1,1,0,OFF,0,0,0,ao188ttctrl.oct,0,0,2022-04-28T21:32:08,134112110.6,52211152.11,91577042.21,87051315.09,637323.3364,394874.6602,114328.3923,108678.296
caldata_set1_20220428_750-50_EmptySlot_012_cam2.fits,TRUE,16,3,256,256,1602,TRUE,32768,4/28/22,lo dark,32:04.5,21:32:04:061,21:31:47:191,32:04.5,11:32:04:066,11:31:47:195,59697.89727,59697.89727,59697.89707,-,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,#,None,Standby,IMAG_POL,FK5,180,36:38.6,+19:43:06.00,2000,P_OPT2,3.4,1,0.08127,89.95034,89.91873,Nasmyth-IR,OFF,Opt,28.1,620.1,282.75,4.3,2,10000,801,0,100000,10000,45,1,1,8,5,/mnt/data/20220428/,caldata_set1_20220428_750-50_EmptySlot_0,12,300,128,168,750-50,EmptySlot,1,T,IN,0,0,-07:59:08,1,ADI,-39,163.025,46:31.8,ASYNC,SCEXAO,348.72,35708928,MIRROR,152.63,15629312,OPEN,24,100,10.8,0,57.49973,-07:59:08.37,ADI,-502373413.7,-39,46:31.8,STAND-BY,0,ao188cmtx.oct,0,1,1,0,OFF,0,0,0,ao188ttctrl.oct,0,0,2022-04-28T21:32:11,158437074.2,329038778.8,91917384.3,86291088.76,690266.4723,999000.8774,114753.2888,107729.1994
caldata_set1_20220428_750-50_EmptySlot_013_cam1.fits,TRUE,16,3,256,256,1602,TRUE,32768,4/28/22,lo dark,32:32.2,21:32:31:741,21:32:14:879,32:32.2,11:32:31:746,11:32:14:883,59697.89759,59697.89758,59697.89738,-,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,#,None,Standby,IMAG_POL,FK5,180,37:06.3,+19:43:06.34,2000,P_OPT2,3.4,1,0.08127,89.95033,89.91873,Nasmyth-IR,OFF,Opt,28.1,620.1,282.75,4.2,1,10000,801,0,100000,10000,56.25,1,1,8,6,/mnt/data/20220428/,caldata_set1_20220428_750-50_EmptySlot_0,13,300,128,168,750-50,EmptySlot,1,T,IN,0,0,-07:59:08,1,ADI,-39,163.025,46:31.8,ASYNC,SCEXAO,348.72,35708928,MIRROR,152.63,15629312,OPEN,24,100,10.8,0,57.49973,-07:59:08.37,ADI,-502432738.4,-39,46:31.8,STAND-BY,0,ao188cmtx.oct,0,1,1,0,OFF,0,0,0,ao188ttctrl.oct,0,0,2022-04-28T21:32:35,185657576.5,50733369.54,91805483.36,80791447.35,750952.2448,389200.4204,114613.5872,100863.2301
caldata_set1_20220428_750-50_EmptySlot_013_cam2.fits,TRUE,16,3,256,256,1602,TRUE,32768,4/28/22,lo dark,32:32.2,21:32:31:741,21:32:14:879,32:32.2,11:32:31:746,11:32:14:883,59697.89759,59697.89758,59697.89738,-,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,#,None,Standby,IMAG_POL,FK5,180,37:06.3,+19:43:06.34,2000,P_OPT2,3.4,1,0.08127,89.95033,89.91873,Nasmyth-IR,OFF,Opt,28.1,620.1,282.75,4.2,2,10000,801,0,100000,10000,56.25,1,1,8,6,/mnt/data/20220428/,caldata_set1_20220428_750-50_EmptySlot_0,13,300,128,168,750-50,EmptySlot,1,T,IN,0,0,-07:59:08,1,ADI,-39,163.025,46:31.8,ASYNC,SCEXAO,348.72,35708928,MIRROR,152.63,15629312,OPEN,24,100,10.8,0,57.49973,-07:59:08.37,ADI,-502432738.4,-39,46:31.8,STAND-BY,0,ao188cmtx.oct,0,1,1,0,OFF,0,0,0,ao188ttctrl.oct,0,0,2022-04-28T21:32:39,46729496.43,323917930.4,91200211.2,88025419.25,368687.0252,991109.5641,113857.9416,109894.4061
caldata_set1_20220428_750-50_EmptySlot_014_cam1.fits,TRUE,16,3,256,256,1602,TRUE,32768,4/28/22,lo dark,33:00.1,21:32:59:609,21:32:42:666,33:00.1,11:32:59:616,11:32:42:671,59697.89792,59697.89791,59697.89771,-,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,#,None,Standby,IMAG_POL,FK5,180,37:34.3,+19:43:06.69,2000,P_OPT2,3.4,1,0.08127,89.95033,89.91873,Nasmyth-IR,OFF,Opt,28,620.1,282.75,4,1,10000,801,0,100000,10000,67.5,1,1,8,7,/mnt/data/20220428/,caldata_set1_20220428_750-50_EmptySlot_0,14,300,128,168,750-50,EmptySlot,1,T,IN,0,0,-07:59:08,1,ADI,-39,163.025,46:31.8,ASYNC,SCEXAO,348.72,35708928,MIRROR,152.63,15629312,OPEN,24,100,10.8,0,57.49973,-07:59:08.37,ADI,-502492067.7,-39,46:31.8,STAND-BY,0,ao188cmtx.oct,0,1,1,0,OFF,0,0,0,ao188ttctrl.oct,0,0,2022-04-28T21:33:03,190505949,90554745.62,96601032.52,80192575.35,760684.3814,522447.3357,120600.54,100115.5747
caldata_set1_20220428_750-50_EmptySlot_014_cam2.fits,TRUE,16,3,256,256,1602,TRUE,32768,4/28/22,lo dark,33:00.1,21:32:59:609,21:32:42:666,33:00.1,11:32:59:616,11:32:42:671,59697.89792,59697.89791,59697.89771,-,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,#,None,Standby,IMAG_POL,FK5,180,37:34.3,+19:43:06.69,2000,P_OPT2,3.4,1,0.08127,89.95033,89.91873,Nasmyth-IR,OFF,Opt,28,620.1,282.75,4,2,10000,801,0,100000,10000,67.5,1,1,8,7,/mnt/data/20220428/,caldata_set1_20220428_750-50_EmptySlot_0,14,300,128,168,750-50,EmptySlot,1,T,IN,0,0,-07:59:08,1,ADI,-39,163.025,46:31.8,ASYNC,SCEXAO,348.72,35708928,MIRROR,152.63,15629312,OPEN,24,100,10.8,0,57.49973,-07:59:08.37,ADI,-502492067.7,-39,46:31.8,STAND-BY,0,ao188cmtx.oct,0,1,1,0,OFF,0,0,0,ao188ttctrl.oct,0,0,2022-04-28T21:33:07,38568256.66,244789186.7,75357504.52,76197246.46,333140.1476,860475.0178,94079.28155,95127.64851
caldata_set1_20220428_750-50_EmptySlot_015_cam1.fits,TRUE,16,3,256,256,1602,TRUE,32768,4/28/22,lo dark,33:28.0,21:33:27:454,21:33:10:595,33:28.0,11:33:27:458,11:33:10:599,59697.89824,59697.89823,59697.89803,-,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,#,None,Standby,IMAG_POL,FK5,180,38:02.2,+19:43:07.04,2000,P_OPT2,3.4,1,0.08127,89.95031,89.91873,Nasmyth-IR,OFF,Opt,27.4,620.1,282.55,3.8,1,10000,801,0,100000,10000,78.75,1,1,8,8,/mnt/data/20220428/,caldata_set1_20220428_750-50_EmptySlot_0,15,300,128,168,750-50,EmptySlot,1,T,IN,0,0,-07:59:08,1,ADI,-39,163.025,46:31.8,ASYNC,SCEXAO,348.72,35708928,MIRROR,152.63,15629312,OPEN,24,100,10.8,0,57.49973,-07:59:08.37,ADI,-502549282.5,-39,46:31.8,STAND-BY,0,ao188cmtx.oct,0,1,1,0,OFF,0,0,0,ao188ttctrl.oct,0,0,2022-04-28T21:33:31,145299820,147646317.2,92608487.05,85980529.24,663543.3375,668804.1235,115616.0887,107341.4847
caldata_set1_20220428_750-50_EmptySlot_015_cam2.fits,TRUE,16,3,256,256,1602,TRUE,32768,4/28/22,lo dark,33:28.0,21:33:27:454,21:33:10:595,33:28.0,11:33:27:458,11:33:10:599,59697.89824,59697.89823,59697.89803,-,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,#,None,Standby,IMAG_POL,FK5,180,38:02.2,+19:43:07.04,2000,P_OPT2,3.4,1,0.08127,89.95031,89.91873,Nasmyth-IR,OFF,Opt,27.4,620.1,282.55,3.8,2,10000,801,0,100000,10000,78.75,1,1,8,8,/mnt/data/20220428/,caldata_set1_20220428_750-50_EmptySlot_0,15,300,128,168,750-50,EmptySlot,1,T,IN,0,0,-07:59:08,1,ADI,-39,163.025,46:31.8,ASYNC,SCEXAO,348.72,35708928,MIRROR,152.63,15629312,OPEN,24,100,10.8,0,57.49973,-07:59:08.37,ADI,-502549282.5,-39,46:31.8,STAND-BY,0,ao188cmtx.oct,0,1,1,0,OFF,0,0,0,ao188ttctrl.oct,0,0,2022-04-28T21:33:34,139358469.6,139917944.4,82004358.24,71400932.41,646801.2124,648051.1161,102377.4759,89139.74084
caldata_set1_20220428_750-50_EmptySlot_016_cam1.fits,TRUE,16,3,256,256,1602,TRUE,32768,4/28/22,lo dark,34:38.0,21:34:37:555,21:34:20:674,34:38.0,11:34:37:558,11:34:20:678,59697.89905,59697.89904,59697.89884,-,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,#,None,Standby,IMAG_POL,FK5,180,39:12.4,+19:43:07.93,2000,P_OPT2,3.4,1,0.08127,89.95007,89.91873,Nasmyth-IR,OFF,Opt,27.7,620.1,282.25,3.9,1,10000,801,0,100000,10000,0,1,1,8,1,/mnt/data/20220428/,caldata_set1_20220428_750-50_EmptySlot_0,16,300,128,168,750-50,EmptySlot,1,T,IN,0,0,-07:59:08,1,ADI,-39,163.025,46:31.8,ASYNC,SCEXAO,348.72,35708928,MIRROR,152.63,15629312,OPEN,24,100,10.8,0,69.99987,-07:59:08.37,ADI,-502697637.5,-39,46:31.8,STAND-BY,0,ao188cmtx.oct,0,1,1,0,OFF,0,0,0,ao188ttctrl.oct,0,0,2022-04-28T21:34:41,150360738,134896195.8,94690250.4,82995505.13,674994.1578,638922.6515,118215.0442,103614.8628
caldata_set1_20220428_750-50_EmptySlot_016_cam2.fits,TRUE,16,3,256,256,1602,TRUE,32768,4/28/22,lo dark,34:38.0,21:34:37:555,21:34:20:674,34:38.0,11:34:37:558,11:34:20:678,59697.89905,59697.89904,59697.89884,-,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,#,None,Standby,IMAG_POL,FK5,180,39:12.4,+19:43:07.93,2000,P_OPT2,3.4,1,0.08127,89.95007,89.91873,Nasmyth-IR,OFF,Opt,27.7,620.1,282.25,3.9,2,10000,801,0,100000,10000,0,1,1,8,1,/mnt/data/20220428/,caldata_set1_20220428_750-50_EmptySlot_0,16,300,128,168,750-50,EmptySlot,1,T,IN,0,0,-07:59:08,1,ADI,-39,163.025,46:31.8,ASYNC,SCEXAO,348.72,35708928,MIRROR,152.63,15629312,OPEN,24,100,10.8,0,69.99987,-07:59:08.37,ADI,-502697637.5,-39,46:31.8,STAND-BY,0,ao188cmtx.oct,0,1,1,0,OFF,0,0,0,ao188ttctrl.oct,0,0,2022-04-28T21:34:45,138903283.5,174751960.9,92424767.05,84326587.82,645708.3347,725437.0426,115386.7254,105276.639
caldata_set1_20220428_750-50_EmptySlot_017_cam1.fits,TRUE,16,3,256,256,1602,TRUE,32768,4/28/22,lo dark,35:06.9,21:35:05:371,21:34:48:491,35:06.9,11:35:05:375,11:34:48:495,59697.89939,59697.89936,59697.89917,-,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,#,None,Standby,IMAG_POL,FK5,180,39:41.3,+19:43:08.30,2000,P_OPT2,3.4,1,0.08127,89.95007,89.91873,Nasmyth-IR,OFF,Opt,28,620.1,282.25,3.8,1,10000,801,0,100000,10000,11.25,1,1,8,2,/mnt/data/20220428/,caldata_set1_20220428_750-50_EmptySlot_0,17,300,128,168,750-50,EmptySlot,1,T,IN,0,0,-07:59:08,1,ADI,-39,163.025,46:31.8,ASYNC,SCEXAO,348.72,35708928,MIRROR,152.63,15629312,OPEN,24,100,10.8,0,69.99983,-07:59:08.37,ADI,-502759107.4,-39,46:31.8,STAND-BY,0,ao188cmtx.oct,0,1,1,0,OFF,0,0,0,ao188ttctrl.oct,0,0,2022-04-28T21:35:10,84514644.16,186498162.2,95079272.96,84366836.73,504346.5485,752398.4956,118700.7153,105326.8873
caldata_set1_20220428_750-50_EmptySlot_017_cam2.fits,TRUE,16,3,256,256,1602,TRUE,32768,4/28/22,lo dark,35:06.9,21:35:05:371,21:34:48:491,35:06.9,11:35:05:375,11:34:48:495,59697.89939,59697.89936,59697.89917,-,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,#,None,Standby,IMAG_POL,FK5,180,39:41.3,+19:43:08.30,2000,P_OPT2,3.4,1,0.08127,89.95007,89.91873,Nasmyth-IR,OFF,Opt,28,620.1,282.25,3.8,2,10000,801,0,100000,10000,11.25,1,1,8,2,/mnt/data/20220428/,caldata_set1_20220428_750-50_EmptySlot_0,17,300,128,168,750-50,EmptySlot,1,T,IN,0,0,-07:59:08,1,ADI,-39,163.025,46:31.8,ASYNC,SCEXAO,348.72,35708928,MIRROR,152.63,15629312,OPEN,24,100,10.8,0,69.99983,-07:59:08.37,ADI,-502759107.4,-39,46:31.8,STAND-BY,0,ao188cmtx.oct,0,1,1,0,OFF,0,0,0,ao188ttctrl.oct,0,0,2022-04-28T21:35:13,277347984.8,76527632.23,93751904.2,71088075.32,916949.6748,477492.8443,117043.5758,88749.15771
caldata_set1_20220428_750-50_EmptySlot_018_cam1.fits,TRUE,16,3,256,256,1602,TRUE,32768,4/28/22,lo dark,35:34.5,21:35:34:041,21:35:17:175,35:34.5,11:35:34:045,11:35:17:181,59697.89971,59697.8997,59697.8995,-,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,#,None,Standby,IMAG_POL,FK5,180,40:09.0,+19:43:08.65,2000,P_OPT2,3.4,1,0.08127,89.95007,89.91873,Nasmyth-IR,OFF,Opt,28.3,620.1,282.15,3.8,1,10000,801,0,100000,10000,22.5,1,1,8,3,/mnt/data/20220428/,caldata_set1_20220428_750-50_EmptySlot_0,18,300,128,168,750-50,EmptySlot,1,T,IN,0,0,-07:59:08,1,ADI,-39,163.025,46:31.8,ASYNC,SCEXAO,348.72,35708928,MIRROR,152.63,15629312,OPEN,24,100,10.8,0,69.99983,-07:59:08.37,ADI,-502818462.4,-39,46:31.8,STAND-BY,0,ao188cmtx.oct,0,1,1,0,OFF,0,0,0,ao188ttctrl.oct,0,0,2022-04-28T21:35:38,34632988.59,200192947.9,91852203.33,84833690.85,321103.3302,779719.833,114671.9143,105909.7264
caldata_set1_20220428_750-50_EmptySlot_018_cam2.fits,TRUE,16,3,256,256,1602,TRUE,32768,4/28/22,lo dark,35:34.5,21:35:34:041,21:35:17:175,35:34.5,11:35:34:045,11:35:17:181,59697.89971,59697.8997,59697.8995,-,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,#,None,Standby,IMAG_POL,FK5,180,40:09.0,+19:43:08.65,2000,P_OPT2,3.4,1,0.08127,89.95007,89.91873,Nasmyth-IR,OFF,Opt,28.3,620.1,282.15,3.8,2,10000,801,0,100000,10000,22.5,1,1,8,3,/mnt/data/20220428/,caldata_set1_20220428_750-50_EmptySlot_0,18,300,128,168,750-50,EmptySlot,1,T,IN,0,0,-07:59:08,1,ADI,-39,163.025,46:31.8,ASYNC,SCEXAO,348.72,35708928,MIRROR,152.63,15629312,OPEN,24,100,10.8,0,69.99983,-07:59:08.37,ADI,-502818462.4,-39,46:31.8,STAND-BY,0,ao188cmtx.oct,0,1,1,0,OFF,0,0,0,ao188ttctrl.oct,0,0,2022-04-28T21:35:41,390478457.8,58072831.81,92640747.66,87564698.83,1089145.886,414432.6154,115656.3641,109319.2245
